"pano","ons_const_id","constituency_name","country","region","constituency_type","winner_17","con_17","lab_17","ld_17","snp_17","pc_17","ukip_17","green_17","other_17","majority_17","turnout_17","con_vote_17","lab_vote_17","ld_vote_17","snp_vote_17","pc_vote_17","ukip_vote_17","green_vote_17","total_vote_17","rejected_vote_17","electorate_17","seat_change_1517","con_1517","lab_1517","ld_1517","snp_1517","pc_1517","ukip_1517","green_1517","winner_15","con_15","lab_15","ld_15","snp_15","pc_15","ukip_15","green_15","other_15","majority_15","turnout_15","con_vote_15","lab_vote_15","ld_vote_15","snp_vote_15","pc_vote_15","ukip_vote_15","green_vote_15","bnp_vote_15","total_vote_15","rejected_vote_15","electorate_15","seat_change_1015","con_1015","lab_1015","ld_1015","snp_1015","pc_1015","ukip_1015","green_1015","winner_10","con_10","lab_10","ld_10","snp_10","pc_10","ukip_10","green_10","bnp_10","majority_10","turn_10","con_vote_10","lab_vote_10","ld_vote_10","snp_vote_10","pc_vote_10","ukip_vote_10","green_vote_10","bnp_vote_10","total_vote_10","electorate_10","leave_hanretty","remain_hanretty","con_ppc_17","con_ppc_sex_17","lab_ppc_17","lab_ppc_sex_17","ld_ppc_17","ld_ppc_sex_17","snp_ppc_17","snp_ppc_sex_17","pc_ppc_17","pc_ppc_sex_17","ukip_ppc_17","ukip_ppc_sex_17","green_ppc_17","green_ppc_sex_17","con_ppc_15","con_ppc_sex_15","con_ppc_race_15","lab_ppc_15","lab_ppc_sex_15","lab_ppc_race_15","ld_ppc_15","ld_ppc_sex_15","ld_ppc_race_15","snp_ppc_15","snp_ppc_sex_15","snp_ppc_race_15","pc_ppc_15","pc_ppc_sex_15","pc_ppc_race_15","ukip_ppc_15","ukip_ppc_sex_15","ukip_ppc_race_15","green_ppc_15","green_ppc_sex_15","green_ppc_race_15"
471,"E14000894","Ribble Valley","England","North West","County","Conservative",57.8242753623188,33.9130434782609,5.88224637681159,NA,NA,NA,2.3804347826087,-1.4210854715202e-14,23.911231884058,70.7982762158834,31919,18720,3247,NA,NA,NA,1314,55200,163,77968,NA,9.19766509874286,11.3301137077653,0.606898483313901,NA,NA,-15.7915893038302,-1.81725677415489,"Conservative",48.626610263576,22.5829297704956,5.27534789349769,NA,NA,15.7915893038302,4.19769155676359,3.52583121183699,26.0436804930804,67.5157342431409,25404,11798,2756,NA,NA,8250,2193,NA,52243,168,77379,NA,-1.67338973642401,0.532929770495567,-15.2546521065023,NA,NA,9.10158930383018,4.19769155676359,"Conservative",50.3,22.05,20.53,NA,NA,6.69,NA,NA,28.3,67,26298,11529,10732,NA,NA,3496,NA,NA,52287,77789,58.73089181,41.26910819,"Evans, Nigel","Man","Hinder, David","Man","Knox, Allan","Man",NA,NA,NA,NA,NA,NA,"Sowter, Graham","Man","Evans, Nigel Martin","Man","White","Hinder, David Love","Man","White","Pearcey, Jackie","Woman","White",NA,NA,NA,NA,NA,NA,"Parkinson, Shirley","Woman","White","Sowter, Graham Hugh","Man","White"
472,"E14000895","Richmond (Yorks)","England","Yorkshire and The Humber","County","Conservative",63.9468191465104,23.4157122059881,5.89339273499027,NA,NA,NA,3.05018153754407,3.6938943749671,40.5311069405223,70.469068660775,36458,13350,3360,NA,NA,NA,1739,57013,135,80905,NA,12.5680899107839,10.222875301601,-0.52339276103744,NA,NA,-15.1743550806496,-1.23323111824585,"Conservative",51.3787292357266,13.1928369043871,6.41678549602771,NA,NA,15.1743550806496,4.28341265578992,9.55388062741903,36.2043741550769,68.2995623687739,27744,7124,3465,NA,NA,8194,2313,NA,53999,164,79062,NA,-11.4212707642734,-2.06716309561288,-12.6932145039723,NA,NA,15.1743550806496,1.44341265578992,"Conservative",62.8,15.26,19.11,NA,NA,NA,2.84,NA,43.7,67.2,33541,8150,10205,NA,NA,NA,1516,NA,53412,80563,54.71043694,45.28956306,"Sunak, Rishi","Man","Perry, Dan","Man","Abel, Tobie","Man",NA,NA,NA,NA,NA,NA,"Yorke, Fiona","Woman","Sunak, Rishi","Man","BME","Hill, Mike","Man","White","Harris, John","Man","White",NA,NA,NA,NA,NA,NA,"Cooke, Matthew","Man","White","Rowe, Leslie Anthony","Man","White"
473,"E14000896","Richmond Park","England","London","Borough","Conservative",45.1413232275383,9.11574293383862,45.0702668561503,NA,NA,0.672666982472762,NA,-1.4210854715202e-14,0.0710563713879678,79.1377694470478,28588,5773,28543,NA,NA,426,NA,63330,131,80025,NA,-13.0708897637817,-3.22922584841548,25.7998653401015,NA,NA,-3.49646721153411,-6.00328251637028,"Conservative",58.2122129913199,12.3449687822541,19.2704015160488,NA,NA,4.16913419400687,6.00328251637028,NA,38.9418114752711,76.4536951994101,34404,7296,11389,NA,NA,2464,3548,NA,59101,146,77303,NA,8.50221299131994,7.31496878225411,-23.5395984839512,NA,NA,3.03913419400687,5.03328251637028,"Conservative",49.71,5.03,42.81,NA,NA,1.13,0.97,NA,6.9,76.9,29461,2979,25370,NA,NA,669,572,NA,59268,77751,28.6856313,71.3143687,"Goldsmith, Zac","Man","Tuitt, Cate","Woman","Olney, Sarah","Woman",NA,NA,NA,NA,"Jewell, Peter","Man",NA,NA,"Goldsmith, Zac","Man","White","Patel, Sachin","Man","BME","Meltzer, Robin","Man","White",NA,NA,NA,NA,NA,NA,"Naz, Sam","Woman","BME","Frieze, Andree","Woman","White"
474,"E14000897","Rochdale","England","North West","County","Labour",28.4070018383822,58.0189433298697,8.04691871153385,NA,NA,3.27911437934618,NA,2.24802174086804,29.6119414914875,64.1063742570199,14216,29035,4027,NA,NA,1641,NA,50044,103,78064,NA,11.3653993730509,11.8798282077037,-2.22602868005761,NA,NA,-15.4728116607155,-3.04204270305965,"Labour",17.0416024653313,46.139115122166,10.2729473915915,NA,NA,18.7519260400616,3.04204270305965,4.75236627779001,27.3871890821043,58.810584092792,7742,20961,4667,NA,NA,8519,1382,NA,45430,240,77248,NA,-1.04839753466872,9.75911512216597,-24.1670526084085,NA,NA,14.4019260400616,3.04204270305965,"Labour",18.09,36.38,34.44,NA,NA,4.35,NA,NA,1.9,58.1,8305,16699,15810,NA,NA,1999,NA,NA,45907,78952,57.45003587,42.54996413,"Howard, Jane","Woman","Lloyd, Tony","Man","Kelly, Andy","Man",NA,NA,NA,NA,"Baksa, Christopher","Man",NA,NA,"Ahmed, Azi","Woman","BME","Danczuk, Simon Christopher","Man","White","Kelly, Andrew","Man","White",NA,NA,NA,NA,NA,NA,"Masud, Mohammed","Man","BME","Hollinrake, Mark","Man","White"
475,"E14000898","Rochester and Strood","England","South East","County","Conservative",54.3658985660883,36.0467927616284,2.21131135040637,NA,NA,5.38042366419312,1.4525098104856,0.543063847198212,18.3191058044598,65.015356339629,29232,19382,1189,NA,NA,2893,781,53769,70,82702,NA,10.2993283779551,16.2509210272999,-0.170819809621052,NA,NA,-25.1036192941434,-1.43422946897209,"Conservative",44.0665701881331,19.7958717343286,2.38213116002742,NA,NA,30.4840429583365,2.88673927945769,0.384644679716658,13.5825272297966,68.0973560341809,23142,10396,1251,NA,NA,16009,1516,NA,52516,164,77119,NA,-5.13342981186686,-8.66412826567142,-13.8778688399726,NA,NA,30.4840429583365,1.35673927945769,"Conservative",49.2,28.46,16.26,NA,NA,NA,1.53,NA,20.8,64.9,23604,13651,7800,NA,NA,NA,734,NA,47971,73758,63.68812299,36.31187701,"Tolhurst, Kelly","Woman","Murray, Teresa","Woman","Ricketts, Bart","Man",NA,NA,NA,NA,"Allen, David","Man","Hyner, Sonia","Woman","Tolhurst, Kelly Jane","Woman","White","Khan, Naushabah Parveen","Woman","BME","Bray, Prue","Woman","White",NA,NA,NA,NA,NA,NA,"Reckless, Mark John","Man","White","Gregory, Clive Bryn Malcolm","Man","White"
476,"E14000899","Rochford and Southend East","England","East of England","County","Conservative",48.7068235692516,36.9645275990518,2.67736200474094,NA,NA,3.76100575685743,1.70165932949543,6.18862174060278,11.7422959701998,64.2821186106311,23013,17465,1265,NA,NA,1777,804,47248,75,73501,NA,2.29102830232811,12.2786901380355,-0.66835437757423,NA,NA,-16.7581650374922,-3.33182076589991,"Conservative",46.4157952669235,24.6858374610163,3.34571638231517,NA,NA,20.5191707943497,5.03348009539534,NA,21.7299578059072,60.6213943143115,20241,10765,1459,NA,NA,8948,2195,NA,43608,164,71935,NA,-0.444204733076504,4.36583746101633,-16.0742836176848,NA,NA,14.7391707943497,3.33348009539534,"Conservative",46.86,20.32,19.42,NA,NA,5.78,1.7,4.46,26.5,58.6,19509,8459,8084,NA,NA,2405,707,1856,41631,71467,60.92034453,39.07965547,"Duddridge, James","Man","Dalton, Ashley","Woman","Gwizdala, Peter","Man",NA,NA,NA,NA,"Hookway, Neil","Man","Cross, Simon","Man","Duddridge, James","Man","White","Gilbert, Ian David","Man","White","Gwizdala, Peter","Man","White",NA,NA,NA,NA,NA,NA,"Waterworth, Floyd","Man","White","Cross, Simon Ashley","Man","White"
477,"E14000900","Romford","England","London","Borough","Conservative",59.4085375620695,31.8216402370655,2.4327246516098,NA,NA,4.70526990229057,1.6318276469646,NA,27.586897325004,67.9574925503109,29671,15893,1215,NA,NA,2350,815,49944,126,73493,NA,8.43655822171407,10.9423852856645,-0.440511348227523,NA,NA,-18.085408856504,-0.853023302647015,"Conservative",50.9719793403554,20.879254951401,2.87323599983733,NA,NA,22.7906787587946,2.48485094961161,NA,28.1813005815609,67.7438906796705,25067,10268,1413,NA,NA,11208,1222,NA,49178,159,72594,NA,-5.02802065964455,1.34925495140103,-9.11676400016268,NA,NA,18.3806787587946,1.52485094961161,"Conservative",56,19.53,11.99,NA,NA,4.41,0.96,5.25,36.5,65.3,26031,9077,5572,NA,NA,2050,447,2438,46481,71306,69.28564916,30.71435084,"Rosindell, Andrew","Man","Leatherbarrow, Angelina","Woman","Sanderson, Ian","Man",NA,NA,NA,NA,"Beadle, Andrew","Man","Hughes, David","Man","Rosindell, Andrew Richard","Man","White","Gould, Samuel","Man","White","Sanderson, Ian Victor","Man","White",NA,NA,NA,NA,NA,NA,"Batten, Gerald","Man","White","Tooley, Lorna Anne","Woman","White"
478,"E14000901","Romsey and Southampton North","England","South East","County","Conservative",57.1895946377274,19.1789020108522,21.1897542291733,NA,NA,NA,1.90113309926588,0.540616022981169,35.9998404085541,74.6107820081565,28668,9614,10622,NA,NA,NA,953,50128,117,67186,NA,2.8794991792374,7.30031198647105,3.47621234727737,NA,NA,-11.3868341667011,-2.80980536926588,"Conservative",54.31009545849,11.8785900243812,17.7135418818959,NA,NA,11.3868341667011,4.71093846853176,NA,36.5965535765941,72.7581593229002,26285,5749,8573,NA,NA,5511,2280,NA,48398,141,66519,NA,4.56009545849002,5.50859002438117,-23.5364581181041,NA,NA,8.7568341667011,4.71093846853176,"Conservative",49.75,6.37,41.25,NA,NA,2.63,NA,NA,8.5,73.2,24345,3116,20189,NA,NA,1289,NA,NA,48939,68227,46.07558645,53.92441355,"Nokes, Caroline","Woman","Paffey, Darren","Man","Royce, Catherine","Woman",NA,NA,NA,NA,NA,NA,"Callaghan, Ian","Man","Nokes, Caroline Fiona Ellen","Woman","White","Paffey, Darren James","Man","White","Nicholls, Ben","Man","White",NA,NA,NA,NA,NA,NA,"James, Sandra Simone","Woman","White","Callaghan, Ian Keith","Man","White"
479,"S14000055","Ross, Skye and Lochaber","Scotland","Scotland","County","Scottish National Party",24.8634732407552,12.209393041036,20.9132990066053,40.2558901544703,NA,NA,NA,1.75794455713321,15.3924169137151,71.6917111003393,9561,4695,8042,15480,NA,NA,NA,38454,49,53638,NA,18.6497974138197,7.32311909398861,-14.9504689013615,-7.8630259202469,NA,-1.9468560905025,-2.51369256894119,"Scottish National Party",6.2136758269355,4.88627394704743,35.8637679079668,48.1189160747172,NA,1.9468560905025,2.51369256894119,0.456817583889407,12.2551481667504,77.1862135169562,2598,2043,14995,20119,NA,814,1051,NA,41811,39,54169,"Scottish National Party gain from Liberal Democrat",-6.0163241730645,-10.2237260529526,-16.7662320920332,33.0089160747172,NA,0.0568560905024993,0.283692568941188,"Liberal Democrat",12.23,15.11,52.63,15.11,NA,1.89,2.23,NA,37.5,67.2,4260,5265,18335,5263,NA,659,777,NA,34838,51836,43.49302937,56.50697063,"Mackenzie, Robert","Man","O Donnghaile, Peter","Man","Davis, Jean","Woman","Blackford, Ian","Man",NA,NA,NA,NA,NA,NA,"McCallum, Lindsay Sarah","Woman","White","Conniff, Christine","Woman","White","Kennedy, Charles Peter","Man","White","Blackford, Ian","Man","White",NA,NA,NA,NA,NA,NA,"Thomas, Anne Katherine","Woman","White"
480,"E14000902","Rossendale and Darwen","England","North West","Borough","Conservative",50.8393811308717,44.4273865539517,3.09035808278172,NA,NA,NA,1.64287423239493,NA,6.41199457692001,69.1940512650719,25499,22283,1550,NA,NA,NA,824,50156,134,72486,NA,4.23567682277769,9.35680887771146,1.44626539348668,NA,NA,-13.997225848564,-0.490774592670347,"Conservative",46.603704308094,35.0705776762402,1.64409268929504,NA,NA,13.997225848564,2.13364882506527,0.550750652741514,11.5331266318538,66.4470919909459,22847,17193,806,NA,NA,6862,1046,NA,49024,140,73779,NA,4.82370430809399,2.82057767624021,-16.475907310705,NA,NA,10.567225848564,2.13364882506527,"Conservative",41.78,32.25,18.12,NA,NA,3.43,NA,NA,9.5,64.6,19691,15198,8541,NA,NA,1617,NA,NA,47128,73222,58.9357362,41.0642638,"Berry, Jake","Man","Barnes, Alyson","Woman","Bonner, Sean","Man",NA,NA,NA,NA,NA,NA,"Payne, John","Man","Berry, Jake","Man","White","Straw, Will","Man","White","Anwar, Afzal","Man","BME",NA,NA,NA,NA,NA,NA,"Balchin, Clive Robert","Man","White","Pollard-Rylance, Karen","Woman","White"
481,"E14000903","Rother Valley","England","Yorkshire and The Humber","County","Labour",40.2905754930488,48.134901390236,2.33389912706111,NA,NA,7.48464274167475,1.75598124797931,1.4210854715202e-14,7.8443258971872,65.7822677123488,19939,23821,1155,NA,NA,3704,869,49488,107,75230,NA,17.0127516346086,4.53337860157612,-1.90268608317305,NA,NA,-20.5976218747569,NA,"Labour",23.2778238584402,43.6015227886599,4.23658521023416,NA,NA,28.0822646164317,NA,0.801803526234076,15.5192581722282,63.3039380679906,10945,20501,1992,NA,NA,13204,NA,NA,47019,195,74275,NA,-5.12217614155979,2.6515227886599,-13.1134147897658,NA,NA,22.4922646164317,NA,"Labour",28.4,40.95,17.35,NA,NA,5.59,NA,7.71,12.6,64.2,13281,19147,8111,NA,NA,2613,NA,3606,46758,72847,66.72198864,33.27801136,"Eddy, Bethan","Woman","Barron, Kevin","Man","Pruszynski, Katie","Woman",NA,NA,NA,NA,"Hunter, Lee","Man","Martin, Paul","Man","Streeter, Gareth Bemjamin","Man","White","Barron, Kevin John","Man","White","Teal, Robert Eric","Man","White",NA,NA,NA,NA,NA,NA,"Cowles, Allen","Man","White",NA,NA,NA
482,"E14000904","Rotherham","England","Yorkshire and The Humber","Borough","Labour",26.4140495213986,56.4406824354613,4.6251615114838,NA,NA,8.74403396355774,NA,3.77607256809851,30.0266329140627,59.9696380283695,10017,21404,1754,NA,NA,3316,NA,37923,83,63237,NA,14.1040793974,3.93294904572493,1.73538544929941,NA,NA,-21.4333713189423,NA,"Labour",12.3099701239986,52.5077333897364,2.88977606218439,NA,NA,30.1774052825001,NA,2.11511514158052,22.3303281072363,59.3786304122578,4656,19860,1093,NA,NA,11414,NA,225,37823,153,63698,NA,-4.43002987600137,7.8677333897364,-13.0902239378156,NA,NA,24.2574052825001,NA,"Labour",16.74,44.64,15.98,NA,NA,5.92,NA,10.41,27.9,59,6279,16741,5994,NA,NA,2220,NA,3906,37506,63563,68.34596314,31.65403686,"Bellis, James","Man","Champion, Sarah","Woman","Carter, Adam","Man",NA,NA,NA,NA,"Cowles, Allen","Man",NA,NA,"Lowe, Sebastian Michael","Man","White","Champion, Sarah Deborah","Woman","White","Middleton, Janice","Woman","White",NA,NA,NA,NA,NA,NA,"Collins, Jane Maria","Woman","White",NA,NA,NA
483,"E14000905","Rugby","England","West Midlands","County","Conservative",54.293283465794,38.2967118591242,5.55360760479975,NA,NA,NA,1.85639707028206,NA,15.9965716066698,71.1271215794943,27872,19660,2851,NA,NA,NA,953,51336,143,72175,NA,5.23806573735257,10.3511541723103,-0.111004891629258,NA,NA,-13.9880830918663,-1.03100447238618,"Conservative",49.0552177284414,27.9455576868139,5.66461249642901,NA,NA,13.9880830918663,2.88740154266824,0.45912745378117,21.1096600416276,68.3915986323355,24040,13695,2776,NA,NA,6855,1415,NA,49006,93,71655,NA,5.02521772844141,-3.44444231318614,-14.205387503571,NA,NA,13.1280830918663,1.93740154266824,"Conservative",44.03,31.39,19.87,NA,NA,0.86,0.95,2.9,12.6,68.9,20901,14901,9434,NA,NA,406,451,1375,47468,68914,58.61758176,41.38241824,"Pawsey, Mark","Man","Edwards, Claire","Woman","Roodhouse, Jerry","Man",NA,NA,NA,NA,NA,NA,"Bliss, Graham","Man","Pawsey, Mark","Man","White","Edwards, Claire","Woman","White","Goncalves, Ed","Man","White",NA,NA,NA,NA,NA,NA,"Davies, Gordon","Man","White","White, Terry","Man","White"
484,"E14000906","Ruislip, Northwood and Pinner","England","London","Borough","Conservative",57.2383949645948,31.0497920647409,7.14285714285714,NA,NA,2.19362331872167,2.37533250908546,1.4210854715202e-14,26.1886028998539,72.7007776431013,30555,16575,3813,NA,NA,1171,1268,53382,146,73427,NA,-2.34732991924417,10.9471018144578,2.18990723851916,NA,NA,-8.735274420531,-1.1407348057402,"Conservative",59.585724883839,20.1026902502831,4.95294990433798,NA,NA,10.9288977392527,3.51606731482566,0.913669907461638,39.4830346335559,69.960118006993,30521,10297,2537,NA,NA,5598,1801,NA,51222,159,73216,NA,2.08572488383898,0.572690250283081,-11.667050095662,NA,NA,8.23889773925267,2.04606731482566,"Conservative",57.5,19.53,16.62,NA,NA,2.69,1.47,NA,38,70.8,28866,9806,8345,NA,NA,1351,740,NA,50205,70873,49.54384553,50.45615447,"Hurd, Nick","Man","Lury, Rebecca","Woman","Cunliffe, Alex","Man",NA,NA,NA,NA,"Braine, Richard","Man","Green, Sarah","Woman","Hurd, Nick","Man","White","Borio, Michael Lee","Man","White","Dixon, Joshua Andrew","Man","White",NA,NA,NA,NA,NA,NA,"Barry, Gerard","Man","White","Pillai, Karen","Woman","BME"
485,"E14000907","Runnymede and Weybridge","England","South East","County","Conservative",60.9118564591447,25.9373365110736,7.29523920246469,NA,NA,3.24555794531961,2.61000988199733,NA,34.9745199480711,68.9149129366521,31436,13386,3765,NA,NA,1675,1347,51609,140,74888,NA,1.17198592450075,10.4194750869547,0.578224897342014,NA,NA,-10.641998995462,-1.52768691333553,"Conservative",59.739870534644,15.5178614241189,6.71701430512267,NA,NA,13.8875569407816,4.13769679533285,NA,44.2220091105251,67.8477992707161,29901,7767,3362,NA,NA,6951,2071,NA,50052,182,73771,NA,3.83987053464397,2.12786142411892,-14.8929856948773,NA,NA,7.35755694078159,2.68769679533285,"Conservative",55.9,13.39,21.61,NA,NA,6.53,1.45,NA,34.3,66.3,26915,6446,10406,NA,NA,3146,696,NA,48150,72566,49.84697172,50.15302828,"Hammond, Philip","Man","Dent, Fiona","Woman","Vincent, John","Man",NA,NA,NA,NA,"Wood, Nicholas","Man","Lawrance, Lee-Anne","Non-binary","Hammond, Philip","Man","White","Neathey, Arran Richard","Man","White","Vincent, John William","Man","White",NA,NA,NA,NA,NA,NA,"Branco, Joe Manuel","Man","White","Majainah, Rustam George","Man","BME"
486,"E14000908","Rushcliffe","England","East Midlands","County","Conservative",51.8307008969148,38.094013136458,4.73152578415736,NA,NA,2.55526401536588,2.78849616710398,NA,13.7366877604569,78.020551794268,30223,22213,2759,NA,NA,1490,1626,58311,157,74738,NA,0.43123747874354,11.7634352233262,-0.313431071763166,NA,NA,-8.21806641752513,-3.66317521278145,"Conservative",51.3994634181713,26.3305779131318,5.04495685592053,NA,NA,10.773330432891,6.45167137988543,NA,25.0688855050395,75.2804388766069,28354,14525,2783,NA,NA,5943,3559,NA,55164,289,73278,NA,0.229463418171278,5.60057791313175,-16.6750431440795,NA,NA,6.71333043289102,4.12167137988543,"Conservative",51.17,20.73,21.72,NA,NA,4.06,2.33,NA,29.4,73.6,27470,11128,11659,NA,NA,2179,1251,NA,53687,72955,41.46612381,58.53387619,"Clarke, Kenneth","Man","Mellen, David","Man","Phoenix, Jayne","Woman",NA,NA,NA,NA,"Faithfull, Matthew","Man","Mallender, Richard","Man","Clarke, Kenneth Harry","Man","White","Mellen, David","Man","White","Johnston, Robert","Man","White",NA,NA,NA,NA,NA,NA,"Faithfull, Matthew Eric","Man","White","Mallender, George Richard","Man","White"
487,"S14000056","Rutherglen and Hamilton West","Scotland","Scotland","Borough","Labour",19.5412014467684,37.5471772291241,4.24201918540651,37.0262619908791,NA,0.914058814278975,NA,0.729281333543014,0.520915238245007,63.5121975579915,9941,19101,2158,18836,NA,465,NA,50872,57,80098,"Labour gain from Scottish National Party",11.991084289778,2.30635452670283,2.42825540861227,-15.5277603991235,NA,-1.34403369635194,NA,"Scottish National Party",7.55011715699037,35.2408227024212,1.81376377679424,52.5540223900026,NA,2.25809251063091,NA,0.583181463160635,17.3131996875814,69.558131111916,4350,20304,1045,30279,NA,1301,NA,NA,57615,54,82830,"Scottish National Party gain from Labour",-2.10988284300963,-25.5591772975788,-10.1862362232058,36.4540223900026,NA,0.818092510630912,NA,"Labour",9.66,60.8,12,16.1,NA,1.44,NA,NA,44.7,61.5,4540,28566,5636,7564,NA,675,NA,NA,46981,79408,37.56990179,62.43009821,"Le Blond, Ann","Woman","Killen, Gerard","Man","Brown, Robert","Man","Ferrier, Margaret","Woman",NA,NA,"Santos, Caroline","Woman",NA,NA,"Muir, Taylor","Man","White","Greatrex, Tom","Man","White","Hughes, Tony","Man","White","Ferrier, Margaret","Woman","White",NA,NA,NA,"MacKay, Janice","Woman","White",NA,NA,NA
488,"E14000909","Rutland and Melton","England","East Midlands","County","Conservative",62.8272160364085,22.6945057235665,8.18322360992896,NA,NA,3.24653893588563,3.04851569421043,NA,40.132710312842,73.3708881893376,36169,13065,4711,NA,NA,1869,1755,57569,141,78463,NA,7.18375322300995,7.34186942153181,0.112238499220753,NA,NA,-12.6463607216423,-1.20949210755871,"Conservative",55.6434628133985,15.3526363020347,8.0709851107082,NA,NA,15.892899657528,4.25800780176913,0.782008314561471,39.7505631558706,68.5166827701304,30383,8383,4407,NA,NA,8678,2325,NA,54603,214,79693,NA,4.52346281339854,1.06263630203469,-17.6990148892918,NA,NA,11.322899657528,4.25800780176913,"Conservative",51.12,14.29,25.77,NA,NA,4.57,NA,3.18,25.4,71.5,28228,7893,14228,NA,NA,2526,NA,1757,55220,77186,53.87786935,46.12213065,"Duncan, Alan","Man","Peto, Heather","Woman","Reynolds, Ed","Man",NA,NA,NA,NA,"Scutter, John","Man","McQuillan, Alastair","Man","Duncan, Alan James Carter","Man","White","Moore, James","Man","White","Reynolds, Ed","Man","White",NA,NA,NA,NA,NA,NA,"Billington, Richard","Man","White","McQuillan, Alastair James","Man","White"
489,"E14000910","Saffron Walden","England","East of England","County","Conservative",61.7770189292574,20.7893483935578,14.0007552002101,NA,NA,3.4328774769746,NA,NA,40.9876705356996,73.3231413713405,37629,12663,8528,NA,NA,2091,NA,60911,197,83072,NA,4.57708146943082,8.99183957713059,3.44015203498248,NA,NA,-10.3520190711553,-3.77673158105033,"Conservative",57.1999374598266,11.7975088164272,10.5606031652277,NA,NA,13.7848965481299,3.77673158105033,2.88032242933829,43.4150409116967,71.4048254047014,32926,6791,6079,NA,NA,7935,2174,NA,57563,219,80615,NA,1.73993745982662,2.06750881642722,-16.8693968347723,NA,NA,9.68489654812987,2.42673158105033,"Conservative",55.46,9.73,27.43,NA,NA,4.1,1.35,1.93,28,71.5,30155,5288,14913,NA,NA,2228,735,1050,54369,76035,51.23953346,48.76046654,"Badenoch, Kemi","Woman","Berney, Jane","Woman","Hibbs, Mike","Man",NA,NA,NA,NA,"Howe, Lorna","Woman",NA,NA,"Haselhurst, Alan Gordon Barraclough","Man","White","Berney, Jane","Woman","White","Hibbs, Mike","Man","White",NA,NA,NA,NA,NA,NA,"Day, Peter","Man","White","Stannard, Karmel","Woman","White"
490,"E14000960","St Albans","England","East of England","County","Conservative",43.108530123864,23.0481771290221,32.390610196849,NA,NA,NA,1.45268255026492,NA,10.717919927015,78.2821277004848,24571,13137,18462,NA,NA,NA,828,56998,142,72811,NA,-3.53964285943658,-0.209773011517672,13.8797803693547,NA,NA,-7.84634321091985,-2.28402128748056,"Conservative",46.6481729833006,23.2579501405397,18.5108298274944,NA,NA,7.84634321091985,3.73670383774548,NA,23.3902228427608,71.7876689746126,25392,12660,10076,NA,NA,4271,2034,NA,54433,156,75825,NA,5.88817298330058,5.67795014053975,-17.8791701725056,NA,NA,4.00634321091985,2.30670383774549,"Conservative",40.76,17.58,36.39,NA,NA,3.84,1.43,NA,4.4,75.4,21533,9288,19228,NA,NA,2028,758,NA,52835,70058,37.83228099,62.16771901,"Main, Anne","Woman","Pollard, Kerry","Man","Cooper, Daisy","Woman",NA,NA,NA,NA,NA,NA,"Easton, Jack","Man","Main, Anne Margaret","Woman","White","Pollard, Kerry Patrick","Man","White","Walkington, Sandy","Man","White",NA,NA,NA,NA,NA,NA,"Wright, Chris","Man","White","Easton, Jack","Man","White"
491,"E14000961","St Austell and Newquay","England","South West","County","Conservative",49.5388474876411,28.9862023168302,21.4749501955287,NA,NA,NA,NA,NA,20.5526451708109,68.9641135238968,26856,15714,11642,NA,NA,NA,NA,54212,231,78609,NA,9.32916142104196,18.7600352431025,-2.50590800824012,NA,NA,-16.8840968209527,-4.60276801493219,"Conservative",40.2096860665992,10.2261670737277,23.9808582037688,NA,NA,16.8840968209527,4.60276801493219,4.09642382001946,16.2288278628304,65.7394232902998,20250,5150,12077,NA,NA,8503,2318,NA,50361,95,76607,"Conservative gain from Liberal Democrat",0.249686066599153,3.05616707372769,-18.7591417962312,NA,NA,13.1640968209527,4.60276801493219,"Liberal Democrat",39.96,7.17,42.74,NA,NA,3.72,NA,2.16,2.8,61.9,18877,3386,20189,NA,NA,1757,NA,1022,47238,75284,64.06363369,35.93636631,"Double, Steve","Man","Neil, Kevin","Man","Gilbert, Stephen","Man",NA,NA,NA,NA,NA,NA,NA,NA,"Double, Stephen","Man","White","Hopkins, Deborah Mary","Woman","White","Gilbert, Stephen","Man","White",NA,NA,NA,NA,NA,NA,"Mathews, David","Man","White","Slade, Steve","Man","White"
492,"E14000962","St Helens North","England","North West","Borough","Labour",27.0917127951894,63.7409900043805,2.56262195850424,NA,NA,4.17546095336705,2.4292142885588,NA,36.6492772091912,66.005151929345,13606,32012,1287,NA,NA,2097,1220,50222,90,76088,NA,7.44669377063038,6.71487447342241,-1.86058800344664,NA,NA,-10.9209589705347,-1.38002127007143,"Labour",19.645019024559,57.0261155309581,4.42320996195088,NA,NA,15.0964199239018,3.80923555863023,NA,37.3810965063992,61.4599665169674,9087,26378,2046,NA,NA,6983,1762,NA,46256,192,75262,NA,-2.66498097544102,5.31611553095814,-15.7567900380491,NA,NA,10.3864199239018,3.80923555863023,"Labour",22.31,51.71,20.18,NA,NA,4.71,NA,NA,29.4,59.4,9940,23041,8992,NA,NA,2100,NA,NA,44556,74985,58.3928578,41.6071422,"Ng, Jackson","Man","McGinn, Conor","Man","Morrison, Tom","Man",NA,NA,NA,NA,"Peers, Peter","Man","Parkinson, Rachel","Woman","Richardson, Paul Daryl","Man","White","McGinn, Conor Patrick","Man","White","Aspinall, Denise Margaret Elizabeth","Woman","White",NA,NA,NA,NA,NA,NA,"Smith, Ian Thomas","Man","White","Ward, Elizabeth Mary","Woman","BME"
